,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,061400 - Digital Media                           ,57,,59,32,29,,35,,31,,49,,29,,55,,54,
,,"070100 - Information Technology, General         ",200,,188,68,266,,180,99,237,,220,80,205,,155,41,166,
,,070800 - Computer Infrastructure and Support     ,,,,,,,,,17,,,,9,,,,,
,,"080100 - Education, General                      ",38,,31,,38,,25,,,,,,,,,,,
,,080200 - Educational Aide (Teacher Assistant)    ,35,,27,,27,,30,,43,,47,,82,,74,,29,
,,080900 - Special Education                       ,36,,18,,,,,,,,,,,,,,,
,,083520 - Fitness Trainer                         ,,,8,,,,13,,,,15,,,,14,,,
,,083550 - Intercollegiate Athletics               ,651,,428,227,537,,488,252,581,,408,255,592,,455,233,597,
,,083700 - Health Education                        ,749,,656,269,743,,673,304,726,,696,289,725,,655,254,804,
,,085000 - Sign Language                           ,132,,100,,120,,57,,,,,,29,,18,,35,
,,"090100 - Engineering, General (requires Calculus)",203,,202,,188,,197,,187,,194,,245,,243,,282,
,,094500 - Industrial Systems Technology and Mainte,,,,,,,,,,,,,,,,9,,
,,094700 - Diesel Technology                       ,104,,102,30,140,,65,16,76,,108,41,94,,99,6,111,
,,094800 - Automotive Technology                   ,232,,232,43,271,,288,40,291,,301,43,294,,305,26,351,
,,095300 - Drafting Technology                     ,233,,251,,198,,217,,200,,233,,202,,187,,236,
,,095310 - Architectural Drafting                  ,15,,9,,72,,64,,83,,90,,114,,103,,105,
,,095600 - Manufacturing and Industrial Technology ,103,,67,,97,,67,,136,,69,,134,,71,,100,
,,095650 - Welding Technology                      ,136,,135,,138,,167,,170,,188,,188,,211,,196,
,,095700 - Civil and Construction Management Techno,115,,150,,209,,180,,166,,232,1,227,,228,,213,
,,095800 - Water and Wastewater Technology         ,107,,87,,93,,108,,91,,143,,134,,125,,168,
,,"100100 - Fine Arts, General                      ",837,,549,233,677,,687,271,636,,612,250,643,,716,310,680,
,,100200 - Art                                     ,335,,252,14,303,,274,23,323,,298,14,314,,318,43,338,
,,100230 - Ceramics                                ,116,,122,,150,,168,21,172,,180,22,114,,126,19,114,
,,100400 - Music                                   ,617,,546,229,736,,647,245,779,,838,358,869,,920,361,"1,072",
,,100500 - Commercial Music                        ,,,,,,,,,10,,11,,13,,7,,,
,,100600 - Technical Theater                       ,31,,18,,42,,36,,56,,27,,54,,23,,21,
,,100700 - Dramatic Arts                           ,117,,77,35,125,,86,57,161,,163,83,219,,187,55,187,
,,100800 - Dance                                   ,115,,92,63,98,,94,107,139,,145,113,128,,186,96,182,
,,101100 - Photography                             ,,,75,,,,40,,,,66,,,,51,,1,
,,101200 - Applied Photography                     ,116,,137,,122,,134,,137,,159,8,146,,159,12,105,
,,101300 - Commercial Art                          ,,,,,,,,,,,23,,14,,16,,17,
,,103000 - Graphic Art and Design                  ,19,,29,,20,,20,,17,,17,,14,,20,,14,
,,109900 - Other Fine and Applied Arts             ,,,,,,,,,,,,,6,,,,,
,,110200 - French                                  ,34,,29,,57,,29,,73,,,,24,,19,,33,
,,110300 - German                                  ,55,,,,,,,,,,,,,,,,,
,,110400 - Italian                                 ,54,,33,,33,,23,,,,,,,,,,,
,,110500 - Spanish                                 ,393,,262,210,318,,314,202,371,,355,246,303,,317,264,303,
,,110800 - Japanese                                ,60,,56,,59,,58,,55,,46,,61,,51,,62,
,,122000 - Speech/Language Pathology and Audiology ,,,,,,,,,,,,,,,,,149,
,,123000 - Nursing                                 ,64,,76,,63,,48,,73,,74,,98,,101,,31,
,,123010 - Registered Nursing                      ,112,,104,,102,,118,,133,,130,,129,,141,,208,
,,123030 - Certified Nurse Assistant               ,56,,45,,53,,48,7,52,,61,13,50,,51,13,64,
,,125000 - Emergency Medical Services              ,114,,78,,113,,66,,134,,94,,118,,138,,152,
,,125100 - Paramedic                               ,23,,21,1,24,,7,11,22,,,21,,,24,29,,
,,127000 - Kinesiology                             ,818,,660,306,746,,674,370,"1,055",,763,406,"1,208",,993,353,"1,182",
,,130500 - Child Development/Early Care and Educati,680,,685,90,749,,749,156,658,,643,79,626,,603,57,727,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",117,,106,87,109,,70,99,93,,79,97,118,,69,68,143,
,,150100 - English                                 ,"2,435",,"1,897",479,"2,481",,"2,016",735,"2,786",,"2,266",888,"2,634",,"2,136",723,"2,779",
,,150600 - Speech Communication                    ,"1,102",,865,447,883,,810,620,913,,988,809,"1,030",,949,774,"1,121",
,,150900 - Philosophy                              ,443,,435,208,461,,422,260,484,,549,289,510,,549,237,519,
,,"160100 - Library Science, General                ",,,,,,,,,,,,,22,,21,,32,
,,"170100 - Mathematics, General                    ","2,423",,"2,028",809,"2,311",,"2,226","1,307","2,630",,"2,408","1,314","2,482",,"2,425","1,197","2,230",
,,"190100 - Physical Sciences, General              ",22,,,,12,,,,21,,,,21,,,,24,
,,"190200 - Physics, General                        ",447,,459,24,329,,359,23,411,,421,27,402,,437,58,362,
,,"190500 - Chemistry, General                      ","1,508",,"1,272",381,"1,341",,"1,364",226,"1,491",,"1,459",354,"1,337",,"1,481",290,742,
,,191100 - Astronomy                               ,370,,347,150,368,,362,124,360,,342,109,389,,369,118,362,
,,191400 - Geology                                 ,196,,203,,176,,188,,204,,245,,165,,204,,210,
,,"200100 - Psychology, General                     ","1,389",,"1,207",611,"1,128",,"1,191",615,"1,431",,"1,180",676,"1,511",,"1,318",590,"1,411",
,,210400 - Human Services                          ,43,,48,,29,,37,,47,,44,20,55,,75,19,62,
,,210500 - Administration of Justice               ,659,,592,132,575,,503,171,648,,551,114,491,,636,97,586,
,,"210540 - Forensics, Evidence, and Investigation  ",,,,,,,,,,,,,,,29,,27,
,,210550 - Police Academy                          ,16,,8,,10,,14,,11,,8,,17,,24,,9,
,,220200 - Anthropology                            ,564,,487,199,623,,548,189,601,,571,204,581,,561,232,608,
,,220300 - Ethnic Studies                          ,368,,464,250,634,,601,215,603,,621,350,733,,735,361,893,
,,220400 - Economics                               ,292,,310,221,364,,363,266,403,,375,303,398,,391,320,452,
,,220500 - History                                 ,843,,816,534,838,,762,825,945,,824,870,868,,949,767,977,
,,220600 - Geography                               ,321,,337,144,289,,222,113,334,,271,162,170,,164,146,221,
,,220610 - Geographic Information Systems          ,8,,9,,7,,22,,7,,11,,5,,12,,10,
,,220700 - Political Science                       ,746,,620,517,775,,787,594,789,,757,627,842,,867,562,807,
,,220800 - Sociology                               ,685,,614,252,656,,589,301,636,,639,367,642,,551,265,606,
,,493010 - Career Guidance and Orientation         ,425,,127,,465,,184,,457,,162,,512,,191,,399,
,,493014 - Study Skills                            ,,,,,34,,,,54,,20,,52,,19,,82,
,,493200 - General Work Experience                 ,,,,,,,,,,,,5,,,,2,66,
,,499900 - Other Interdisciplinary Studies         ,7,,11,,12,,19,,24,,31,,19,,20,,23,
,Credit - Not Degree Applicable                     Total,,416,,267,,479,,450,25,599,,444,24,518,,602,23,669,
,,094800 - Automotive Technology                   ,17,,11,,9,,,25,,,,24,,,,23,,
,,123010 - Registered Nursing                      ,22,,29,,54,,44,,69,,32,,51,,80,,114,
,,150100 - English                                 ,,,,,,,27,,,,,,,,32,,,
,,"170100 - Mathematics, General                    ",263,,148,,300,,268,,381,,304,,377,,397,,400,
,,"200100 - Psychology, General                     ",,,10,,13,,7,,12,,7,,19,,11,,10,
,,493014 - Study Skills                            ,,,9,,,,7,,,,,,,,,,,
,,"493030 - Learning Skills, Handicapped            ",92,,46,,76,,79,,102,,75,,20,,28,,90,
,,"493032 - Learning Skills, Learning Disabled      ",,,,,,,,,10,,8,,40,,46,,41,
,,493084 - English as a Second Language - Writing  ,15,,11,,17,,14,,19,,16,,5,,3,,3,
,,493086 - English as a Second Language - Listening,,,,,5,,1,,,,2,,3,,3,,3,
,,493087 - English as a Second Language - Integrate,7,,3,,5,,3,,6,,,,3,,2,,8,
